sense_key	urdu_word
situation%1:15:00::	Position
situation%1:04:00::	"Job
    
    Urdu: وظیفه"
security%1:26:00::	Safety
security%1:21:01::	
security%1:12:00::	آزادی
security%1:21:04::	"Definition: Bond
    
    Urdu: سودا"
security%1:21:00::	"Dictionary Definition: Collateral - Property pledged as security for a loan.
    Urdu Word: ضمان"
security%1:14:00::	امنیتی
security%1:10:00::	Dictionary Definition: Assurance
security%1:06:00::	سیل
security%1:04:00::	Definition: Safeguards
ground%1:17:00::	Surface
ground%1:16:00::	"Dictionary Definition: A rational motive for a belief or action.
    Urdu Word: دلیل"
ground%1:27:00::	زمین
ground%1:24:00::	"Base your answer on the definition provided.
    
    Dictionary Definition: The basis or foundation of something.
    
    Urdu Word: اساس"
ground%1:15:00::	"Dictionary Definition: a position to be won or defended in battle (or as if in battle)
    Urdu Word: محل"
ground%1:09:00::	Background
ground%1:17:01::	Soil
ground%1:09:01::	"Dictionary Definition: A relatively homogeneous percept extending back of the figure on which attention is focused.
    Urdu Word:  نظر"
ground%1:06:02::	Ground
ground%1:06:01::	تخت
ground%1:06:00::	"Base your answer on the most common and widely understood usage of the word.
    
    Dictionary definition: a preliminary coat of paint or size applied to a surface.
    Urdu word: رنگِ اول"
treasury%1:21:00::	"Definition: The total amount of money a company has available.
    
    Urdu:  حوالے"
treasury%1:14:00::	خزانہ</b>
treasury%1:21:01::	قرض
treasury%1:18:00::	Economist
treasury%1:14:01::	خزانہ</b>
treasury%1:06:00::	"Dictionary Definition: A depository (a room or building) where wealth and precious objects can be kept safely.
    Urdu Word: خزانہ"
bond%1:19:00::	جذب
bond%1:21:02::	قرض صکوک
bond%1:24:00::	"Dictionary Definition: a connection based on kinship or marriage or common interest
    Urdu Word: تعلق"
bond%1:21:03::	"Definition: (criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial, 
    Urdu: ضمانت"
bond%1:06:00::	Band
bond%1:06:01::	Dictionary Definition: Fasten
bond%1:27:00::	سفید
bond%1:18:00::	قوم پرست
bond%1:18:01::	Agent
bond%1:07:00::	Adhesion
yield%1:04:00::	"Definition: The act of creating something new.
    Urdu Word: تخلیق"
yield%1:21:00::	Dictionary Definition: Revenue
yield%1:06:00::	"Dictionary Definition: A quantity of something.
    Urdu Word: مقدار"
yield%1:23:00::	Dictionary Definition: Yield
tuesday%1:28:00::	Wednesday
evening%1:28:00::	شام
evening%1:28:01::	"Dictionary Definition: ""The time at which something ends.""
    Urdu Word: اختتام"
evening%1:28:02::	Shahar-e-sham
oil_company%1:14:00::	"Oil
    Petroleum
    Crude Oil
    Refinery
    Drilling
    Pipeline
    Exploration
    Production
    Transport
    Storage
    Distribution
    Refined Oil
    Fuel
    Gas
    Reservoir
    Well
    Leak
    Spill
    Tanker
    Cargo
    Ship
    Port
    Terminal
    Facility
    Company
    Supplier
    Exporter
    Importer
    Trade"
concern%1:09:00::	"Dictionary definition: A feeling of great happiness and joy.
    Urdu word: خوشی"
concern%1:12:01::	"Dictionary Definition: Anxious feeling
    Urdu Word: قلق"
concern%1:12:00::	"Dictionary Definition: sympathy
    Urdu Word: ہمدردی"
concern%1:09:01::	تھکاوٹ
concern%1:14:00::	Company
violence%1:04:01::	Attacco
violence%1:07:00::	"Dictionary Definition: Uncontrolled, untamed, savage.
    Urdu Word: وحشی"
violence%1:26:00::	فروغ
instability%1:26:00::	"Dictionary Definition: An unstable order
    Urdu Word: بے انتظام"
instability%1:07:01::	Instability
instability%1:26:01::	توازن
instability%1:07:00::	Unsteadiness
government%1:14:00::	حکومت
government%1:04:00::	حکومت
government%1:09:00::	حکومت
government%1:09:01::	سیاست
infrastructure%1:06:01::	"Structure
    
    Dictionary Definition: The basic structure or features of a system or organization.
    Urdu Word: نظام"
infrastructure%1:06:00::	Infrastructure
auction%1:04:01::	Urdu word:  رولیو
auction%1:04:00::	Dictionary Definition: Auction
saturday%1:28:00::	سبت
russia%1:15:00::	سوفیٹ
russia%1:15:01::	سوفیٹ یونین
russia%1:15:02::	راجیہ
russia%1:15:04::	جمہوریہ
oil%1:27:00::	"Dictionary Definition: A slippery or viscous liquid or liquefiable substance not miscible with water.
    Urdu Word: ہم�்"
oil%1:06:01::	رنگِ اِ Öl
oil%1:27:01::	روہ
oil%1:13:00::	Ghee
firm%1:14:00::	"Dictionary Definition: A group of people who work together to achieve a common goal.
    Urdu Word: ٹیم"
iraq%1:15:00::	Irak
oil_industry%1:14:00::	Petroleum
decade%1:28:00::	Decade
decade%1:23:00::	Ten
war%1:04:00::	جنگ
war%1:26:00::	جنگ کا اعلان
war%1:04:02::	جنگ
war%1:04:01::	"Dictionary Definition: a concerted campaign to end something that is injurious
    Urdu Word: مہم"
sanction%1:10:00::	"Definition: formal and explicit approval
    Urdu Word: منظوری"
sanction%1:04:02::	"Dictionary Definition: A mechanism of social control for enforcing a society's standards.
    Urdu Word: قانون"
sanction%1:07:00::	"Definition: official permission or approval
    Urdu Word: اجازت"
sanction%1:04:01::	"Definition: The act of final authorization.
    Urdu Word: منظوری"
company%1:14:01::	Company
company%1:14:03::	Squad
company%1:26:00::	"Dictionary Definition: companionship
    Urdu Word: ہمدردی"
company%1:14:02::	"Dictionary Definition: ""A group of people who work together to create and present a performance.""
    Urdu Word: ""ڈال"""
company%1:18:00::	Guest
company%1:14:00::	اجتماع
company%1:14:06::	"Dictionary Definition: A group of people who come together for a specific purpose.
    Urdu Word: جمع"
company%1:14:04::	"Definition: crew of a ship including the officers; the whole force or personnel of a ship
    Urdu Word: دستہ"
company%1:14:05::	"Definition: A group of firefighters.
    Urdu Word: چونتی"
stake%1:21:02::	حق
stake%1:10:00::	"Definition: a pole or stake set up to mark something (as the start or end of a race track)
    Urdu Word: مینار"
stake%1:06:01::	جلاؤنے
stake%1:21:00::	"Dictionary Definition: Bet
    
    Urdu Word: شرط"
stake%1:06:00::	Post
field%1:15:00::	"Dictionary Definition: A plot of land used for cultivation.
    Urdu Word: زمین"
field%1:15:04::	"Field of battle
    
    Urdu: میدان"
field%1:15:01::	"Dictionary definition: somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected.
    Urdu word: میدان"
field%1:09:00::	"Definition: A system of rules for writing or naming things.
    
    Urdu word: قواعد"
field%1:19:00::	Dictionary Definition: Electromagnetic field
field%1:04:00::	"Dictionary Definition: A business that sells goods or services.
    Urdu Word: کاروبار"
field%1:26:00::	"Definition: A state of being or feeling, especially one that is difficult or unpleasant.
    Urdu Word: حالت"
field%1:15:02::	Field
field%1:17:00::	Plains
field%1:14:00::	
field%1:15:03::	"Dictionary Definition: A zone of active military conflict.
    Urdu Word: جنگ"
field%1:14:01::	"Horse
    Urdu: گھوڑا
    Race
    Urdu: ریس
    Finish
    Urdu: اختتام
    Stable
    Urdu: خلیج
    Jockey
    Urdu: سوار
    Stall
    Urdu: گلی
    Paddock
    Urdu: میدان
    Gallop
    Urdu: دوڑنا
    Mare
    Urdu: مادہ گھوڑا
    Gelding"
field%1:14:02::	"Definition: all the competitors in a particular contest or sporting event
    Urdu Word: رقبہ"
field%1:15:05::	Territory
field%1:14:03::	Character
field%1:09:01::	"Visiblity
    
    Urdu: نظر"
field%1:06:00::	Dictionary Definition: Airport
bid%1:10:03::	"Definition: an authoritative direction or instruction to do something
    Urdu Word: حکم"
bid%1:04:00::	"Definition: To try to achieve something difficult.
    Urdu Word: کوشش"
bid%1:10:00::	"Definition: An offer to sell something for a certain price.
    Urdu Word: پیشکش"
bid%1:10:01::	Contract
june%1:28:00::	June
representation%1:09:00::	"Dictionary Definition: A mental image or representation of something.
    Urdu Word: تصویر"
representation%1:06:00::	"Dictionary Definition: A representation of a person or object.
    Urdu Word: تصویر"
representation%1:04:01::	"Dictionary Definition: Advocacy
    
    Urdu Word: نمائندہ"
representation%1:26:00::	Dictionary Definition: Representative
representation%1:14:00::	Dictionary Definition: Parliament
representation%1:10:00::	"Dictionary Definition: A promise to do or not to do something if certain conditions are met.
    Urdu Word: وعید"
representation%1:10:01::	"Definition: A theatrical presentation.
    Urdu Word: ناظرہ"
representation%1:10:02::	"Dictionary Definition: A statement of facts and reasons made in appealing or protesting.
    Urdu Word: بیان"
representation%1:07:00::	Dictionary Definition: Representation
representation%1:04:00::	"Dictionary Definition: A substitute.
    Urdu Word: متبادل"
giant%1:05:00::	"Dictionary Definition: A large, imposing figure.
    Urdu Word: بہت بڑا"
giant%1:18:01::	Dictionary Definition: Eminent
giant%1:14:00::	"Dictionary Definition: an unusually large enterprise,
    Urdu Word:  مجموعہ"
giant%1:18:03::	Large
giant%1:18:00::	بڑا
giant%1:18:02::	جنگل کا بڑا اور طاقتور شخص
giant%1:17:00::	تارے
door%1:06:00::	Barrier
door%1:06:01::	دروازہ
door%1:07:00::	"Dictionary Definition: A means of access or escape.
    Urdu Word: دروازہ"
door%1:06:04::	"Dictionary Definition: a building or group of buildings where people live or work.
    Urdu Word: محل"
door%1:06:03::	Room
way%1:07:01::	"Definition: The process of becoming or being aware of something.
    Urdu Word:  انصاف"
way%1:04:01::	"Definition: The process of making something happen or bringing something into existence.
    
    Urdu Word: پیدا کرنا"
way%1:15:00::	"Definition: A line of people waiting.
    Urdu Word: صف"
way%1:26:00::	"Definition: The state of being in a particular place or situation.
    Urdu Word: حالت"
way%1:04:00::	"Definition: A formal and systematic way of doing things.
    Urdu Word: طریقہ"
way%1:06:00::	مسیر
way%1:04:02::	Journey
way%1:23:00::	"Definition: space for movement
    Urdu Word: راستہ"
way%1:07:02::	Distanse
way%1:09:00::	"Dictionary Definition: free will
    
    Urdu Word: ارادے کا اختیار"
way%1:09:01::	Dictionary Definition: obstacle
way%1:21:00::	"Dictionary Definition: A share or portion of something.
    Urdu Word: حصّہ"
editor%1:18:00::	محرر
editor%1:10:00::	تعدیل
news%1:10:00::	"Dictionary Definition: News
    Urdu Word: خبر"
news%1:10:01::	"Definition: A detailed account of an event.
    Urdu Word: خبر"
news%1:10:02::	اخبار
news%1:10:03::	"Dictionary Definition: new information
    Urdu Word: نیا"
news%1:07:00::	Dictionary definition: noteworthy
outlet%1:06:01::	Store
outlet%1:06:02::	جک
outlet%1:06:00::	Dictionary Definition: Escape
outlet%1:04:00::	"Dictionary definition: creative activity that frees or expresses creative energy or emotion.
    Urdu word: تخلیق"
long_time%1:28:00::	"Dictionary Definition: A long duration of time.
    Urdu Word: زمانہ"
offer%1:10:01::	"Definition: To provide or supply something, typically as a gift or service.
    Urdu Word: عطا"
offer%1:10:00::	"Definition: an offer or proposal
    Urdu Word: پیشکش"
offer%1:04:01::	"Definition: A sudden, unexpected event.
    Urdu Word: واقعہ"
bombing%1:04:00::	Attacking
bombing%1:04:01::	فریب
military%1:14:00::	جيلا
reserve%1:07:01::	"Dictionary Definition: formality and propriety of manner
    Urdu Word: آداب"
reserve%1:21:00::	Dictionary Definition: Reserve
reserve%1:18:00::	Dictionary Definition: Substitute
reserve%1:23:00::	"Response:
    تداوی"
reserve%1:15:00::	"Dictionary Definition: A specialized area or region within a larger entity.
    Urdu Word: علاقہ"
reserve%1:14:00::	"Dictionary Definition: ""Reserve forces""
    Urdu Word:احتیاطی دسته‌ها"
reserve%1:07:00::	"Dictionary Definition: the trait of being uncommunicative; not volunteering anything more than necessary.
    Urdu Word: خاموش"
rival%1:18:00::	"Definition: A person who is very skilled and talented.
    Urdu Word: ماہر"
energy%1:19:00::	اجرام
energy%1:07:00::	زبردستی
energy%1:07:02::	"Dictionary Definition: enterprising or ambitious drive
    Urdu Word: کوشیش"
energy%1:07:01::	"Dictionary Definition: an imaginative lively style (especially style of writing)
    Urdu Word: رعنائی"
energy%1:26:00::	شکل و ہوم
energy%1:19:01::	"Definition: A source of energy.
    Urdu Word: بجلی"
energy%1:14:00::	انرجي
risk%1:26:00::	Danger
risk%1:04:00::	"Dictionary Definition: a venture undertaken without regard to possible loss or injury.
    Urdu Word: بے خیال"
risk%1:07:02::	"Dictionary Definition: the probability of becoming infected given that exposure to an infectious agent has occurred.
    Urdu Word: امکانِ بیماری"
risk%1:07:01::	"Dictionary Definition: Exposure
    Urdu Word:  معرضیت"
